,Id,Title,Date,DateAcquired
24600,558,Coast Scenes,1828,1856
24599,558,[inscriptions by Turner],1828,1856
24607,558,Views,1828,1856
17642,558,"Rome, from Mount Aventine",1828,1856
24631,558,"Landscape, with Trees",1828,1856
24630,558,View at Tivoli; Also Cart Laden with Roman Wine [Turner],1828,1856
24615,558,[blank],1828,1856
24616,558,[blank],1828,1856
24617,558,Piazza of St John Lateran,1828,1856
24618,558,[inscriptions by Turner],1828,1856
24619,558,[blank],1828,1856
24605,558,Castle among Mountains,1828,1856
24606,558,Views,1828,1856
17643,558,"Rome, from Mount Aventine",1828,1856
24632,558,View of Tivoli,1828,1856
24557,558,"Torre M ... Via, and ?Neron [Turner]",1828,1856
24556,558,Mountains,1828,1856
24555,558,[blank],1828,1856
24554,558,"The Temple of Venus and Rome, Rome",1828,1856
24659,558,General View of a Town,1828,1856
24658,558,General View of a Town,1828,1856
24657,558,Figures in Procession,1828,1856
24620,558,[blank],1828,1856
24656,558,A Building,1828,1856
24634,558,?Tivoli,1828,1856
24635,558,Tivoli. St Anthony [Turner],1828,1856
24636,558,Tivoli,1828,1856
24637,558,Tivoli,1828,1856
24638,558,Tivoli,1828,1856
24610,558,Fortress on Mountain,1828,1856
24609,558,Buildings,1828,1856
24633,558,View of Tivoli,1828,1856
24621,558,[blank],1828,1856
24622,558,[blank],1828,1856
24623,558,[blank],1828,1856
24645,558,[inscriptions by Turner],1828,1856
24646,558,[inscriptions by Turner],1828,1856
24575,558,"Buildings, Including Two Sketches of Palazzo Farnese at Caprarola",1828,1856
24647,558,[inscriptions by Turner],1828,1856
24649,558,Exterior of a Building,1828,1856
24650,558,View of Genoa,1828,1856
24651,558,View of Genoa,1828,1856
24644,558,[inscriptions by Turner],1828,1856
24652,558,"View of Distant Mountains. Soria, Sareninsizo, St Bonge [Turner], Etc.",1828,1856
24654,558,[inscriptions by Turner],1828,1856
24572,558,Montefiascone,1828,1856
24655,558,"Buildings, with Distant Mountains",1828,1856
24648,558,The Campo Santo at Pisa,1828,1856
24576,558,(a) Lago di Vico and Monte Venere from the Road near Viterbo; (b) Mount Soracte; (c) Buildings with Mount Soracte in the Distance,1828,1856
24577,558,Montefiascone,1828,1856
24578,558,Three Views of Montefiascone: (c) S. Flaviano,1828,1856
24653,558,[blank],1828,1856
24639,558,Tivoli; Also Garofolini. Via Porta Pinciana [Turner],1828,1856
24204,558,Santa Margherita,1828,1856
24642,558,Two Mountainous Views,1828,1856
24614,558,[blank],1828,1856
24613,558,"The Porta S. Giovanni, Rome",1828,1856
24612,558,A Mountain. Mont ...mos [Turner],1828,1856
24624,558,A. Eluxa. Longa Via [Turner],1828,1856
24625,558,In Gardens of Villa Borghese [Turner],1828,1856
24626,558,[title not known],1828,1856
24611,558,Fortress among Mountains; Three Views. Caff. Andelsa. Bruxelles [Turner],1828,1856
24643,558,[blank],1828,1856
24627,558,Group of Priests,1828,1856
24629,558,"View, ?at Tivoli",1828,1856
24598,558,[inscriptions by Turner],1828,1856
24531,558,"Three Sketches of Nepi: (a) The Cathedral, Rocca and Aqueduct; (b) The Aqueduct; (c) The Town with Mount Soracte",1828,1856
24597,558,[blank],1828,1856
24595,558,[inscriptions by Turner],1828,1856
24574,558,"(a) Montefiascone, with Detail of the Cathedral Lantern; (b) Montefiascone and Lake Bolsena",1828,1856
24573,558,"Caprarola and Palazzo Farnese, with Mount Soracte in the Distance; Montefiascone, with Detail of the Cathedral Lantern; Montefiascone and Lake Bolsena",1828,1856
24628,558,"View, ?at Tivoli",1828,1856
24400,558,Distant Mountains,1828,1856
24217,558,View of Florence,1828,1856
24215,558,Building on Hill,1828,1856
23388,558,Yachts off Cowes,1827,1856
23387,558,Yachts Sailing; Hampshire Coast in Distance,1827,1856
23386,558,Yachts Sailing,1827,1856
23385,558,Yachts Sailing,1827,1856
23384,558,Yachts Sailing,1827,1856
23383,558,[blank],1827,1856
41970,558,Lake Nemi,1827,1856
41969,558,Classical Harbour Scene; possibly based on Le Havre,1827,1856
41939,558,"Landscape with Tower, Trees and Figures; possibly Arcueil near Paris",1827,1856
41938,558,"Overlooking the Coast, with Classical Building",1827,1856
41937,558,"Claudian Composition, possibly Arcueil at Dawn (formerly titled ‘Ariccia (?): Sunset’)",1827,1856
23381,558,[blank],1827,1856
23425,558,[blank],1827,1856
42141,558,Claudian Harbour Scene: Study for ‘Dido Directing the Equipment of the Fleet’,1827,1856
23426,558,[blank],1827,1856
23389,558,[title not known],1827,1856
23390,558,[blank],1827,1856
23391,558,[blank],1827,1856
23392,558,[blank],1827,1856
23374,558,[blank],1827,1856
23373,558,Yachts Sailing,1827,1856
23372,558,Two Yachts,1827,1856
23371,558,Sailing Boat off Coast,1827,1856
23370,558,Vessels off Coast,1827,1856
23369,558,"View of Coast, from Solent. Ryde, Bramble [Turner]",1827,1856
23368,558,Floating Buoy and Vessels,1827,1856
23458,558,Yachts,1827,1856
23367,558,Vessels Sailing,1827,1856
23365,558,A Yacht,1827,1856
23364,558,Vessels off Cowes,1827,1856
23379,558,Groups of Shipping,1827,1856
23380,558,Figures and Shipping at Cowes,1827,1856
23382,558,[blank],1827,1856
23394,558,[blank],1827,1856
23393,558,Shipping,1827,1856
23366,558,Two Female Figures,1827,1856
23457,558,Yachts,1827,1856
23456,558,Yachts,1827,1856
23455,558,[blank],1827,1856
23440,558,Group of Figures,1827,1856
23460,558,Yachts,1827,1856
23462,558,Yachts in Cowes Harbour,1827,1856
23471,558,Yachts Sailing in Solent,1827,1856
23498,558,[blank],1827,1856
23619,558,Sailing Vessel(s),1827,1856
23620,558,Sailing Vessel(s),1827,1856
23459,558,Yachts,1827,1856
23621,558,Sailing Vessel(s),1827,1856
23497,558,"A Headland (?Norris Point), Isle of Wight",1827,1856
31350,558,Scenes on River,1834,1856
23496,558,[blank],1827,1856
23490,558,London Docks [Turner],1827,1856
23495,558,[blank],1827,1856
23470,558,[inscriptions by Turner],1827,1856
23469,558,Yachts Sailing,1827,1856
23622,558,Sailing Vessel(s),1827,1856
23375,558,[blank],1827,1856
23441,558,Group of Figures,1827,1856
23630,558,Sailing Vessel(s),1827,1856
23454,558,Yachts,1827,1856
23452,558,Yachts off Cowes,1827,1856
23451,558,Yachts in Cowes Harbour,1827,1856
23627,558,Sailing Vessel(s),1827,1856
23450,558,"The Front, at Cowes",1827,1856
23449,558,Boats,1827,1856
23628,558,Sailing Vessel(s),1827,1856
23631,558,Sailing Vessel(s),1827,1856
23448,558,Cowes Castle,1827,1856
23446,558,Yachts off Cowes Castle,1827,1856
23445,558,Yachts Racing,1827,1856
23444,558,Boats Sailing,1827,1856
23629,558,Sailing Vessel(s),1827,1856
23443,558,Boats Sailing,1827,1856
23442,558,Boats Sailing,1827,1856
23494,558,[blank],1827,1856
23447,558,Yachts off Cowes Castle,1827,1856
23468,558,Yachts Sailing,1827,1856
23376,558,Boats Sailing,1827,1856
23378,558,Groups of Shipping,1827,1856
23567,558,The Lovers,1827,1856
23566,558,The Lovers,1827,1856
23565,558,The Castle,1827,1856
23564,558,"The Story-Teller; Figures among Trees, with Castle Beyond",1827,1856
23563,558,The Castle,1827,1856
23562,558,The Castle,1827,1856
23561,558,The Castle,1827,1856
23560,558,The Castle,1827,1856
23582,558,Figures in the Conservatory,1827,1856
23474,558,River Scene,1827,1856
23507,558,[blank],1827,1856
23472,558,Yachts Sailing in Solent,1827,1856
23413,558,Shipping off Cowes,1827,1856
43754,558,Three Seascapes,1827,1856
23412,558,Group of Boats,1827,1856
23568,558,"Group of Trees, with Castle Beyond",1827,1856
23569,558,Lovers,1827,1856
23570,558,The Drive,1827,1856
23571,558,The Way Down,1827,1856
23552,558,Mouth of Medina and Solent,1827,1856
23551,558,The Mouth of the Medina,1827,1856
23550,558,Study for ‘Dido Directing the Equipment of the Fleet’,1827,1856
24838,558,A Building among Trees near Virginia Water,1827,1856
23487,558,"River Scene, with Shipping - ?Quebec Pier [Turner]",1827,1856
24850,558,"Virginia Water, with the Chinese Fishing Temple Beyond and the Clockcase in the Distance",1827,1856
24851,558,"Virginia Water, with the Chinese Fishing Temple Beyond and the Clockcase in the Distance",1827,1856
23411,558,Group of Yachts,1827,1856
23580,558,The Castle,1827,1856
23578,558,The Castle,1827,1856
23577,558,"Castle, from the Grounds",1827,1856
23576,558,"The Ground of East Cowes Castle, with Figures among the Trees; a study for ‘Boccaccio relating the Tale of the Birdcage’",1827,1856
23575,558,Figures on the Terrace,1827,1856
23574,558,The Castle Drive,1827,1856
23573,558,"The Fountain Basin, with Statue",1827,1856
23572,558,"Lake, with Statues",1827,1856
23579,558,The Castle,1827,1856
23410,558,Yachts Sailing,1827,1856
23409,558,Yachts off Coast,1827,1856
23408,558,Yachts off Coast,1827,1856
23416,558,Yachts Sailing,1827,1856
23493,558,[blank],1827,1856
23415,558,Yachts and Flags,1827,1856
30582,558,[blank],1834,1856
23414,558,A Boat,1827,1856
42147,558,"Tivoli, the Cascatelle",1827,1856
42146,558,Italian Landscape with Bridge and Tower,1827,1856
23417,558,Yachts Sailing,1827,1856
42145,558,A Sail Boat at Rouen,1827,1856
42143,558,Rouen: A View from the Left Bank in the Faubourg St-Sever,1827,1856
42140,558,Archway with Trees by the Sea; Sketch for ‘The Parting of Hero and Leander’,1827,1856
23424,558,Yacht and Boat,1827,1856
23396,558,[blank],1827,1856
23395,558,Vessels Sailing,1827,1856
41915,558,Italian Bay,1827,1856
41914,558,Sketch for ‘Ulysses Deriding Polyphemus’,1827,1856
42144,558,Dieppe: The Port from the Quai Henri IV,1827,1856
23377,558,[blank],1827,1856
23418,558,[blank],1827,1856
23420,558,Yachts Sailing,1827,1856
23407,558,[blank],1827,1856
23406,558,[blank],1827,1856
23405,558,Boats,1827,1856
23404,558,[blank],1827,1856
23403,558,[blank],1827,1856
23402,558,Yachts off Coast,1827,1856
23401,558,[blank],1827,1856
23419,558,Yachts Sailing,1827,1856
23400,558,Cowes and Cowes Castle,1827,1856
23398,558,Vessels off East Cowes Castle,1827,1856
23397,558,Vessels off East Cowes Castle,1827,1856
42139,558,Rocky Bay,1827,1856
23473,558,"River Scene, with Figures and Boats",1827,1856
23423,558,Groups of Figures Watching Vessels off Cowes Castle,1827,1856
23422,558,[blank],1827,1856
23421,558,[title not known],1827,1856
23399,558,"Boats, with Figures",1827,1856
24216,558,Building on Hill. Bonsano [Turner] (?Sarzana),1828,1856
23623,558,Sailing Vessel(s),1827,1856
23625,558,Sailing Vessel(s),1827,1856
24376,558,S. Lorenzo [Turner],1828,1856
24351,558,Views of ?Siena,1828,1856
24353,558,"Bridge, with Tower, Etc. ?Ponte Gussia [Turner]",1828,1856
24354,558,"Bridge, with Towers and Mountains",1828,1856
24355,558,[inscriptions by Turner],1828,1856
24356,558,At Buonconvento [Turner]; Three Sketches,1828,1856
24357,558,"Torrinieri, ?Montalcino, and Saint Quirico [Turner]",1828,1856
24358,558,St Quirico [Turner],1828,1856
24359,558,Radicofani [Turner],1828,1856
17686,558,Loreto,1828,1856
24352,558,Distant View of ?Siena,1828,1856
24317,558,"Town on Hill, Sartoza [Turner] (?Sarteano, near Chiusi); Also Two Other Sketches",1828,1856
24264,558,[blank],1828,1856
24315,558,Buildings,1828,1856
24234,558,Mountains,1828,1856
24350,558,"The Loggia dei Mercanti, Siena",1828,1856
24349,558,"S. Domenico, Siena, and the Spring of Fontebranda",1828,1856
24348,558,"Distant View of Siena [Turner], with Other Sketches",1828,1856
24347,558,"S. Domenico, Siena, and the Spring of Fontebranda",1828,1856
24361,558,Mountainous Scenes - Rico [Turner] (?Ricorsi),1828,1856
24385,558,Town on Hill. ?Orvieto,1828,1856
24386,558,"The Cathedral, Orvieto; Facade; Also Distant View of Montefiascone [Turner]",1828,1856
24387,558,Interior of Cathedral,1828,1856
24388,558,Interior of Cathedral,1828,1856
24389,558,"View of Orvieto, with a Bridge in the Foreground",1828,1856
24390,558,Views of Orvieto,1828,1856
24235,558,Mountains,1828,1856
24391,558,Orvieto,1828,1856
24379,558,Orvieto [Turner],1828,1856
24378,558,At Orvieto,1828,1856
24377,558,Distant View of Orvieto,1828,1856
24365,558,"Town, with Distant Mountains",1828,1856
24394,558,"River or Lake Scene, with Boat",1828,1856
24344,558,Two Sketches,1828,1856
24345,558,"The Campo, Siena",1828,1856
24364,558,Orvieto,1828,1856
24236,558,On Coast,1828,1856
24237,558,On Coast at Spezzia [Turner],1828,1856
24238,558,View,1828,1856
24256,558,[blank],1828,1856
17693,558,Bungata [Turner],1828,1856
24232,558,Mountains,1828,1856
24231,558,Corsica [Turner] in Distance; Also Two Figures,1828,1856
24230,558,Mountains,1828,1856
24205,558,On Coast,1828,1856
24206,558,Rapallo [Turner],1828,1856
24255,558,[blank],1828,1856
24207,558,Rappalo,1828,1856
24209,558,On Coast,1828,1856
24210,558,Group of Peasant Women; Also Man Seated,1828,1856
17696,558,Buildings on Hill,1828,1856
24211,558,Mountains,1828,1856
24212,558,Mountains,1828,1856
24213,558,Buildings on Mountains. ?Magree [Turner],1828,1856
24214,558,"View along the Arno at Pisa, with the Ponte di Mezzo",1828,1856
24208,558,Rapallo,1828,1856
24384,558,Town on Hill. ?Orvieto,1828,1856
24254,558,Mountains,1828,1856
24252,558,"Bridge, with Mountains",1828,1856
24239,558,Views,1828,1856
24240,558,Mountains,1828,1856
24241,558,"Bridge, Etc.",1828,1856
24242,558,"St Francis, with Mountains of Carrara [Turner] in Distance",1828,1856
24243,558,Avenza [Turner],1828,1856
24244,558,Distant Mountains,1828,1856
24245,558,Distant Mountains,1828,1856
24253,558,Massa [Turner],1828,1856
24233,558,Spezzia [Turner],1828,1856
17692,558,Mountains,1828,1856
24246,558,"Mountains, with Buildings",1828,1856
24247,558,"Mountains, with Buildings",1828,1856
24248,558,[title not known],1828,1856
24249,558,"Santa Maria della Spina on the River Arno, Pisa",1828,1856
24250,558,View of Pisa,1828,1856
24251,558,[blank],1828,1856
17694,558,"Three Views of Recanati, on its Hill",1828,1856
23624,558,Sailing Vessel(s),1827,1856
24360,558,Mountainous Scenes,1828,1856
24393,558,View of Town,1828,1856
23427,558,[blank],1827,1856
23435,558,Yachts,1827,1856
23436,558,[blank],1827,1856
23437,558,[blank],1827,1856
23438,558,[inscriptions by Turner],1827,1856
23430,558,[blank],1827,1856
23633,558,Sailing Vessel(s),1827,1856
28060,558,Mont-St-Michel,1827,1856
23431,558,Shipping,1827,1856
23432,558,Yachts,1827,1856
24367,558,Orvieto [Turner],1828,1856
24370,558,Orvieto,1828,1856
17688,558,"Borgetta [Turner] (?Borgetti), Etc.",1828,1856
24337,558,View of Siena from the Lane next to S. Giuseppe,1828,1856
24392,558,Buildings on Hill,1828,1856
23429,558,Shipping,1827,1856
23635,558,Sailing Vessel(s),1827,1856
23439,558,[blank],1827,1856
28074,558,Granville,1827,1856
23626,558,Sailing Vessel(s),1827,1856
23467,558,Yachts Sailing,1827,1856
23466,558,Yachts Sailing,1827,1856
23465,558,Yachts Sailing,1827,1856
23464,558,Yachts Sailing,1827,1856
23463,558,Yachts Sailing,1827,1856
23461,558,Yachts,1827,1856
24371,558,Orvieto,1828,1856
23632,558,Sailing Vessel(s),1827,1856
23634,558,Sailing Vessel(s),1827,1856
23636,558,Sailing Vessel(s),1827,1856
28075,558,Granville,1827,1856
31351,558,River with Distant Castle,1834,1856
23428,558,[blank],1827,1856
23433,558,Yachts,1827,1856
23434,558,Yachts,1827,1856
23453,558,Yachts,1827,1856
24372,558,Orvieto,1828,1856
24373,558,Orvieto,1828,1856
24338,558,Staggia [Turner],1828,1856
24327,558,"Villa Barberino [Turner], and Two Other Sketches, One of Montagnola Senese",1828,1856
24328,558,Poggibonsi [Turner],1828,1856
24329,558,Poggibonsi [Turner],1828,1856
24343,558,View of Siena,1828,1856
24331,558,Poggibonsi [Turner],1828,1856
24332,558,Poggibonsi [Turner],1828,1856
24333,558,?Nebir [Turner],1828,1856
24326,558,Three Views; One of Bridge with Distant Town on Hill,1828,1856
24325,558,Town on Hill; Two Sketches,1828,1856
24346,558,"Sketches of S. Domenico, Siena, and the Spring of Fontebranda",1828,1856
17687,558,Town on Hill,1828,1856
24380,558,Prima Visa of Orvieto [Turner],1828,1856
24363,558,Town (or Fortress) on Hill,1828,1856
24362,558,Town (or Fortress) on Hill,1828,1856
24381,558,Views of Orvieto,1828,1856
24382,558,"Buildings on Hill, Etc. M... Locanda [Turner]",1828,1856
24375,558,?S. Lorenzo,1828,1856
24383,558,Views. Torrinieri [Turner],1828,1856
24324,558,St Cosimo [Turner],1828,1856
24323,558,"St Casano, Florence [Turner]. ?St Cassien, or Casciano, between Florence and Poggibonsi",1828,1856
24339,558,"Monte Riggione; Also Road [Turner] Leading to Town, ?Sienna",1828,1856
24340,558,"Towers, Etc.",1828,1856
24341,558,"Towers, Etc. ?Moneide; Also ?S. Queo [Turner], Etc.",1828,1856
24374,558,"Lake, with Mountains. (?Bolsena)",1828,1856
24342,558,"View from Gardens, with Distant Town",1828,1856
24366,558,Orvieto,1828,1856
24336,558,"S. Giuseppe, Siena, and its Surroundings",1828,1856
24335,558,"Town on Hill, and Other Views",1828,1856
24330,558,Poggibonsi [Turner],1828,1856
24318,558,Castal [Turner] (?Castellina of the Chianti),1828,1856
24319,558,"Town on Hill, and Other Sketches",1828,1856
24320,558,Bridge,1828,1856
24368,558,Views of Orvieto,1828,1856
24369,558,Distant Mountains,1828,1856
24321,558,"Street Scene, All Arco [Turner], and River between Mountains",1828,1856
24322,558,Buildings on Hill,1828,1856
24334,558,"?Carnesse [Turner], Etc.",1828,1856
17634,558,Villa Massima and St John Lateran,1828,1856
24399,558,"A Church, with Campanile",1828,1856
24398,558,River. Pla... [Turner],1828,1856
23718,558,"St Laurent [Turner] (?St Laurent-d’Aigouze, between Nîmes and Aigues-Mortes)",1828,1856
23735,558,Vinne [Turner] (Vienne),1828,1856
23757,558,"Mountains, with Castles. ?Charn [Turner]",1828,1856
23736,558,"Distant Mountains, with Towers",1828,1856
